File name: LC02_Acre_Daily_Meteorology_1970-2001.csv,,,,,,,,,,,,
File date:  31-January-20006,,,,,,,,,,,,
Data contact:  I. Foster Brown,,,,,,,,,,,,
Associated LBA Dataset ID: LC02_Meteorology_Acre,,,,,,,,,,,,
"Data description:  Daily averages were obtained in three locations in a radius of 8 kilometers from Rio Branco, capital of Acre State in Brazil.  From June of 1968 to 1974, the  meteorological station was located in the neighborhood Experimental Station.  From December of 1974 to 1980 the station operated in a region called The Second District.  Since May of 1980 the station has been operating at the Federal University of Acre ( 9.95 degrees South and 67.86 degrees West).   Source of the data: The National Institute of Meteorology - INMET, provided here as part of the LBA project, Investigation team ND-02.",,,,,,,,,,,,
,,,,,,,,,,,,
Column,Heading,Units/format,Description,,,,,,,,,
1,Seq_num,,Record sequence in original data file,,,,,,,,,
2,Date,YYYYMMDD,Measurement date,,,,,,,,,
3,Rainfall,mm,Total measured rainfall in millimeters over 24 hour sampling period ,,,,,,,,,
4,Air_T_max,degrees C,Maximum recorded air temperature in degrees C over 24 hour sampling period,,,,,,,,,
5,Air_T_min,degrees C,Minimum recorded air temperature in degrees C over 24 hour sampling period,,,,,,,,,
6,Air_T_mean,degrees C,Weighted mean temperature in degrees C over a 24 hour period,,,,,,,,,
7,RH,%,Mean relative humidity during 24 hour sampling period in percent,,,,,,,,,
8,ET,mm day-1,Evapotranspiration rate in millimeters per day calculated using the Penmen-Monteith equation,,,,,,,,,
9,Wind_dir,,"Wind direction during 24 hour sampling period using cardinal directions: N = North, S= South, E- East, W= West, C = Calm",,,,,,,,,
10,Wind_vel,m/sec,Mean windspeed over 24 hour sampling period in meters per second sampled at 10 m above the ground surface,,,,,,,,,
11,Atm_press,mbar,Atmospheric pressure in millibars,,,,,,,,,
12,Insolation,kJ m-2,Solar radiation received at the ground surface in kilojoules per meter squared,,,,,,,,,
13,Cloud_cover,,Tenths of the sky with cloud cover ( 0= clear sky; 10 = completely clouded over),,,,,,,,,
,,,,,,,,,,,,
Note: missing values are represented as -9999,,,,,,,,,,,,
,,,,,,,,,,,,
Seq_num,Date,Rainfall,Air_T_max,Air_T_min,Air_T_mean,RH,ET,Wind_dir,Wind_vel,Atm_press,Insolation,Cloud_cover
1,19700101,0.4,34.4,23.4,28.9,94,1.8,C,0,991.5,7.4,8
2,19700102,7.8,25.7,22.4,24.5,94,0.7,E,1,992.8,0,8.3
3,19700103,27,31.1,22.7,26.9,96,0.4,N,1,990.1,3.6,8
4,19700104,4.8,30.7,21.7,26.2,89,0.7,SW,3,994.4,0.8,7
5,19700105,9.2,30.9,22,26.5,86,0.9,C,0,993.7,1.9,7
6,19700106,4,30.9,22.2,26.7,91,1.5,N,1,992.7,5.7,7
7,19700107,4.4,30.3,21.7,26,84,1.1,C,0,991.7,3.5,6
8,19700108,0,33.8,22,27.9,88,0.2,C,0,992.8,3.1,6
9,19700109,6,30.7,22,26.4,86,1,C,0,995.5,2.5,5
10,19700110,0,34,23.8,28.6,91,1.5,SE,1,995,4.6,6
11,19700111,27.7,29.9,23.8,26.9,86,0.8,SE,0.8,994.1,1.2,7
12,19700112,24.9,31.3,23.1,27.2,89,1.4,W,3,993.3,5.3,8
13,19700113,8,31.9,22.4,27.2,85,1.3,N,3,991,1.6,6
14,19700114,0,33.2,23.6,28.4,86,1.5,NE,3,990.4,8.6,6
15,19700115,4.6,33.4,23,20.9,95,1.5,N,1,991.6,5.6,8
16,19700116,24.4,27.1,23.3,24.7,87,0.6,W,3,990.3,0,8
17,19700117,0,29.5,22.1,25.8,88,1.4,NE,1,993.5,1.5,7.3
18,19700118,4.8,31.1,21.5,26.3,88,0.9,C,0,993.4,1.6,7
19,19700119,0.6,32.5,21.2,25.9,87,1.4,N,3,993.8,2.8,7
20,19700120,0,30.1,22.1,26.1,80,0.5,E,3,993.1,2.6,7
21,19700121,0,31.5,23.2,27.4,88,2,C,0,993.6,5.9,6
22,19700122,0,31.7,23,27.4,81,1.7,N,3,995.2,2.9,7
23,19700123,0,33.2,22,27.6,80,2.5,W,5,991.7,7.4,4
24,19700124,0,33.1,21.5,27.3,81,3.1,N,1,991.4,9.3,6
25,19700125,0,33.8,22.3,28.1,87,2.2,N,5,991.9,8.5,6
26,19700126,4,32.9,22.4,27.4,83,1.9,W,3,992.8,7.1,7
27,19700127,0.2,32.6,22.7,27,89,0.6,C,0,992.5,4.5,6
28,19700128,2.2,30.7,22.4,27.5,84,1.3,N,4,992.3,0.8,7
29,19700129,0,30.4,22.5,26.5,82,1.7,E,2,991.8,3.8,6
30,19700130,0,34.4,28,31.2,77,2.7,C,0,990.5,10.8,4
31,19700131,1.2,32.4,23,27.7,83,1.8,N,4,991.6,7.6,5
32,19700201,3.2,28.7,22.8,25.6,91,0.4,N,3,995,1,7
33,19700202,0.3,31.9,21.5,26.7,84,0.5,E,1,995,4,7
34,19700203,11.4,29.5,21,25.3,92,0.6,C,0,997.6,3,8
35,19700204,3.5,29.9,22.4,26.2,96,0,C,0,993.1,2.7,8
36,19700205,20.8,30.7,21.8,20.3,81,1.2,NE,2,991.9,4.1,7
37,19700206,8,30.5,21.5,26,87,1.1,N,3,992.8,1.8,8
38,19700207,36,29.7,21.3,25.5,89,1,N,3,994.2,6.2,7
39,19700208,2,30.9,21.9,26.4,85,1.5,N,3,992.6,5.8,8
40,19700209,0.2,29.7,21.9,25.8,86,1.7,N,1,992.5,1.2,7
41,19700210,12.4,27.9,22.3,25.1,91,1,E,3,993.9,0.1,8
42,19700211,36.1,26.5,20.4,23.5,89,0.8,C,0,994.2,0.1,9
43,19700212,2.5,26.5,20.4,23.5,89,0.8,C,0,994.2,3,8
44,19700213,16.6,28.8,21.8,25.3,91,1.2,N,3,995.4,2.2,8
45,19700214,1.4,32.1,19.8,26,83,0.8,E,3,994.7,3.8,5
46,19700215,0,30.1,21,25.6,87,1.4,SE,3,995.1,1.4,8
47,19700216,0.4,29.3,22,25.8,90,0.8,SW,5,994.7,1.7,8
48,19700217,9.8,29.4,21.5,25.5,90,0.8,C,0,995.5,3,8
49,19700218,4.6,30.1,22,26.1,90,0.9,N,5,994.9,1.8,7
50,19700219,17,26.9,22,24.5,93,0.8,NE,3,995.5,0,8
51,19700220,5,30.4,22.1,26.3,86,0.5,N,2,995.5,6.6,7
52,19700221,3.4,26.5,22.3,24.4,96,1.8,C,0,995.5,0.4,8
53,19700222,2.6,27.7,21.2,24.4,94,0.5,C,0,995.7,0.8,6
54,19700223,14.4,31.7,21.5,26.6,89,0.7,S,1,995.2,5.4,7
55,19700224,3,30.5,21.7,26.1,84,1.4,E,3,996.8,3.8,6
56,19700225,19,27.4,21.3,24.3,89,1.2,E,3,998.8,3.1,8
57,19700226,0,28.5,20,24.3,87,1.3,C,0,998,3.6,6
58,19700227,0,28.9,21.5,25.2,85,1.6,C,0,997.6,2.5,7
59,19700228,12,31.1,21.7,25.9,87,0.9,E,3,995.9,4.6,7
60,19700301,0,31.5,22.6,27.1,87,1.4,W,3,991,0.9,6
61,19700302,3,31.7,23.2,27.5,95,0.9,N,2,992.3,2.3,7
62,19700303,0.2,27.1,22,24.6,89,0.9,C,0,992,0.1,8
63,19700304,7.2,28.9,22,25.5,87,0.8,C,0,994.7,1.1,7
64,19700305,2,32.7,22.9,27.8,87,1.6,N,2,994.9,7.4,8
65,19700306,14,30.9,22.8,26.8,93,0.8,E,1,995,3.3,8
66,19700703,6.6,27.9,22.4,25.2,98,0.6,SW,3,996.7,0,8
67,19700308,32.2,30.7,22.2,26.5,90,0.6,W,3,995.5,1.8,8
68,19700309,5.2,30.9,22,26.5,89,0.5,C,0,994.2,1.5,8
69,19700310,0,32.5,22.1,27.3,93,1,C,0,994,3.2,6
70,19700311,20.2,28.5,21.8,25.2,88,0.6,C,0,994.2,0.6,7
71,19700312,1.8,35.6,21.7,28.7,86,1.9,N,1,996.7,6.3,7
72,19700313,0,32.2,22.4,28.39,94,1.3,C,0,996,4.8,6.3
73,19700314,3.6,26.3,21.2,23.8,86,0.2,C,0,995.5,0,7
74,19700315,19,32.1,21.6,26.9,94,1.5,NE,2,995,4,7
75,19700316,2.2,30.3,22,26.2,95,0.4,C,0,992.8,1.8,7
76,19700317,20,31.5,22.5,27,88,2.6,C,0,992.1,3.8,6
77,19700318,11.8,33.4,20.5,27,92,1.5,SW,1,995.6,6.7,8
78,19700319,0,24.5,19,26.5,90,0.5,SW,3,995.9,0,8
79,19700320,0,31.9,19.7,25.8,86,1.2,E,1,995.6,0.3,4
80,19700321,0,31.3,20.5,25.9,87,2,E,3,994.5,9.5,5
81,19700322,1,30.9,22.2,26.6,90,1.3,N,3,995,4.9,6
82,19700323,7.8,30.3,23.2,26.8,80,1,C,0,995.2,3.1,7
83,19700324,17.6,32.1,21.2,26.7,89,0.5,S,2,994.6,2.5,8
84,19700325,0,34,22.3,28.3,94,1.5,SW,3,994.1,4.2,6
85,19700326,8.2,31.1,20.8,26,89,1.2,SW,3,995.1,2.2,7
86,19700327,14.8,34.5,21.6,28.1,86,1.5,SE,1,996,6.5,7
87,19700328,0,32.2,21.6,26.9,85,1.8,SE,1,993.7,7,7
88,19700329,0,35.2,22.7,29,87,1.5,NE,3,992.1,8,6
89,19700330,1.3,32.1,23,27.5,87,1.2,W,2,994.6,5.2,7
90,19700331,0,33.2,22.9,27.8,88,1.3,C,0,993.4,3.4,7
91,19700401,0,31.5,22.3,26.9,86,1.2,N,1,993.8,4.5,6
92,19700402,6.6,34.2,22.1,28.1,86,1.3,SW,3,992.8,3,6.7
93,19700403,0,33.6,22.6,28.1,88,1.5,E,1,993.2,6,5
94,19700404,0.6,32.1,22.5,27.3,92,1,SW,5,994.6,7.2,6
95,19700405,0.5,31.33,22.8,27.1,92,1,C,0,994.7,1.9,7
96,19700406,0.4,31.3,21.8,26.4,87,0.7,C,0,994.8,0.1,6
97,19700704,0,31.5,21.9,26.7,88,1.3,E,1,995.2,1.8,6
98,19700408,0,32.1,21.7,26.9,95,1.5,SE,1,993.4,6.9,6
99,19700409,12.6,32.5,22.5,27.5,85,1,SW,3,993.4,1.8,6
100,19700410,12.4,34.8,22.4,28.5,89,1.5,C,0,993.5,7.2,8
101,19700411,0,31.7,22.5,27.1,87,0.8,N,1,993.3,2.1,8
102,19700412,32.7,31.7,23,27.3,87,0.8,C,0,993.3,2.7,7
103,19700413,1,32.7,22.8,27.7,94,1.4,C,0,992.7,5.1,6
104,19700414,4.6,30.3,22.5,26.3,84,0.6,S,1,993.3,1.9,6
105,19700415,0,33.8,12.4,23.1,92,1.4,S,2,993.3,7.3,7
106,19700416,27.2,31.3,23,27.1,95,0.4,W,5,993.3,6.5,6
107,19700417,16,33.8,20.5,27.1,86,0.6,C,0,995.7,0.3,7
108,19700418,0,32.7,22.4,27.1,83,1.7,N,3,993.3,8.3,6
109,19700419,0,33.4,22.2,27.7,84,1.8,E,7,994.2,7.4,8
110,19700420,1.2,32.2,23.4,27.8,93,2,C,0,994.6,9.1,8
111,19700421,19.2,28.5,22,25.2,84,0.6,C,0,993.6,0.9,7
112,19700422,0.2,34.2,23,28.6,85,1.4,SW,5,993.8,5.7,7
113,19700423,7.8,29.5,21,25.2,92,1,SW,1,995.9,1.4,7
114,19700424,0,33.8,20.5,27.1,82,2,C,0,994.5,5.1,5
115,19700425,3.4,33.8,32.3,28.1,84,2.5,NE,3,993.9,7.1,5
116,19700426,0,33.3,21,27.1,82,1,NE,1,994.6,7,6
117,19700427,33,34.2,21,27.6,91,1.3,C,0,994.6,9.1,6
118,19700428,0,32.3,22,27.1,96,0.7,C,0,995.2,3.4,7
119,19700429,2.2,32.1,21.8,26.9,94,1.2,C,0,994.8,6.7,8
120,19700430,1.4,31.7,22,26.8,78,0.6,C,0,993.9,0.1,7
121,19700501,0,32.5,21.4,26.9,93,1.4,N,1,993.2,6.9,6
122,19700502,0,32.5,22,26.7,90,1.6,SE,5,992.7,7.1,6
123,19700503,0,31.7,22.2,26.9,84,1.2,N,3,992.4,5,6
124,19700504,6,34.8,23,28.9,82,1.8,C,0,992.7,7.9,6
125,19700505,0,32.7,23.1,27.9,87,3.4,W,1,992.4,10,6
126,19700506,1,30.5,22.7,26.6,82,1.1,N,3,991.7,1.8,4
127,19700705,6.6,33.6,22.7,28.1,85,1,NE,1,991.8,6,6
128,19700508,78,31.7,19.2,25.4,92,0.5,S,1,995.9,3.7,9
129,19700509,1,24.3,18,16.1,90,0.5,S,3,995.3,0.1,8
130,19700510,0,32.1,18.5,23.5,87,0.8,C,0,993.8,1.1,6
131,19700511,0,33.2,21,27.1,94,1.4,C,0,994.1,4.9,6
132,19700512,10.1,29.3,21,25.1,50,1,SE,1,993,5.5,6
133,19700513,0,31.5,20.7,26.1,82,1.3,NE,1,991.7,5.3,6
134,19700514,0,35.4,21.4,28.4,80,1.8,SW,3,991.4,8.5,7
135,19700515,0,34.2,22,28.1,83,1.2,C,0,991.8,9.6,6
136,19700516,0,34.8,22.3,28.5,85,1.7,C,0,992.1,4.6,6
137,19700517,0.4,32.7,21.7,27.1,83,1.5,C,0,991.1,7.3,6
138,19700518,0,34,20.7,27.2,84,3.2,N,1,992.8,9.4,3
139,19700519,0,34.2,22.6,28.4,82,1.8,C,0,991.2,10.2,4
140,19700520,10.6,32.3,22.5,27.4,89,1.7,NE,3,992.8,8.7,6
141,19700521,17,34.2,16,25.1,88,1.1,S,7,997.2,0.9,8
142,19700522,0,25.5,16.5,21,82,1.8,C,0,997.8,0,6
143,19700523,0,25.9,17.5,21.2,82,1.4,E,1,997.4,2.8,7
144,19700524,0,25.7,20.1,22.9,84,1,SE,3,997.5,1.7,8
145,19700525,0,31.7,17.6,24.6,81,1.3,C,0,996.9,1.3,7
146,19700526,0,32.1,19,25.5,80,1.6,C,0,994.3,8.8,6
147,19700527,0,34.2,20.2,27.2,83,2.6,NE,1,992.8,9.6,5
148,19700528,0,33.6,21,27.3,81,1.2,NE,1,992,7.7,4
149,19700529,2,31.7,20.2,25.9,87,1.5,C,0,993.2,7.8,5
150,19700530,0,32.6,20.9,26.7,87,1.5,SE,3,993.2,7.9,6
151,19700531,1.2,31.9,20.7,26.3,84,1.5,C,0,990.3,7.1,5
152,19700601,0,32.3,20.4,26.4,82,1.7,C,0,994.1,9.6,7
153,19700602,0,32.5,21,26.8,81,1.4,C,0,994.4,6.5,5
154,19700603,0,33.8,19.3,26.6,81,1.4,NE,1,993.3,9.8,5
155,19700604,0,34.6,19.8,27.2,80,0.5,NE,1,992.4,0.4,7
156,19700605,0,32.9,19.7,26.3,80,1.3,C,0,990.9,9.3,6
157,19700606,0,33.4,22.2,28.3,82,2,C,0,990.4,9.5,7
158,19700706,0,34,21.5,27.8,83,1.7,N,3,991.8,3.5,6
159,19700608,0,34.6,21.5,28.1,80,2,N,1,993.4,8.5,3
160,19700609,1.6,34.2,21.1,27.7,82,1.8,C,0,993.6,7.6,4
161,19700610,0,34.4,20.7,27.6,81,1.2,C,0,992.8,7.9,4
162,19700611,2.4,34.6,20.4,27.5,82,1.6,SW,1,990.1,6.7,5
163,19700612,0,33.4,21,27.2,81,1.9,N,5,993.8,0.7,3
164,19700613,0,33.8,20.4,27.1,81,1.7,C,0,997.2,9.5,5
165,19700614,0,34.5,20.5,27.5,82,2,N,3,992.3,10.1,3
166,19700615,0,25.2,21.1,28.2,81,2,C,0,992.7,9.8,4
167,19700616,3,39.7,22.2,31,87,2,S,1,995.5,8.7,6
168,19700617,0,25.7,20.8,23.3,89,1.2,SW,3,996.6,3.9,7
169,19700618,0,32.2,19.5,25.9,87,0.6,C,0,996.9,0,6
170,19700619,0,32.1,19.8,26,86,1,C,0,995.5,7.6,6
171,19700620,0,32.1,19.8,25.6,90,0.7,SE,1,993.9,5.2,6
172,19700621,0,33.2,19.7,26.5,84,0.5,C,0,995.5,2,7
173,19700622,0,32.7,20.5,26.6,81,1.5,C,0,993.9,7.5,5
174,19700623,0,25.3,22,23.7,90,0.3,S,3,992,3.8,7
175,19700624,14.4,16.3,12.6,14.5,84,0.2,S,7,998.8,0,8
176,19700625,0,20.1,12.5,16.3,83,0.8,S,5,1002.9,0,8
177,19700626,0,29.1,12.2,19.7,79,1.2,C,0,1001.6,0.8,5
178,19700627,0,28.5,14.1,21.3,82,1.7,N,3,998.3,10.4,7
179,19700628,0,30.9,14.6,22.8,83,1.3,N,3,996.1,4.8,3
180,19700629,0,32.7,15.8,24.3,81,1,C,0,996.2,0.4,2
181,19700630,0,30.9,15.8,23.4,86,1.2,C,0,995.3,9.8,5
182,19700701,0,28.5,28.5,23.9,83,1.6,S,3,997.3,7.3,6
183,19700702,0,23.3,16.2,20.8,74,2.7,S,5,999.4,10.4,5
184,19700703,0,29.5,11.8,20.7,73,0.7,C,0,995,10.6,5
185,19700704,0,31.1,14,22.5,86,3.7,N,1,995,10.2,3
186,19700705,0,32.1,17.4,25,80,3.3,E,1,994.6,6.2,6
187,19700706,0,34.2,20,26.5,85,1.8,C,0,995,9.9,6
188,19700707,0,34.2,18.8,26,80,1,C,0,994.6,8.6,4
189,19700708,0,26.3,16.4,26.5,74,2.6,S,5,997.9,0,6
190,19700709,0,17.3,12,14.7,81,1.4,S,3,1000.7,3,8
191,19700710,0,27.5,11,21.2,77,1,C,0,999.5,8.5,7
192,19700711,0,30.5,13.8,22.2,79,1.5,SE,3,998.9,8.9,6
193,19700712,0,28.1,16.8,22.5,70,2.9,S,5,1000.1,10.1,5
194,19700713,0,30.5,14,22.3,72,2.3,SE,1,999.2,10.2,5
195,19700714,0,32.6,14,23.3,76,1.8,C,0,997.5,10.2,2
196,19700715,0,34.2,15.4,24.8,75,2.2,SW,1,997.7,10.2,3
197,19700716,0,34.2,18,26.1,78,2.4,SW,3,996.5,5,5
198,19700717,0,34,18.9,26.5,76,1.7,C,0,996.2,7.4,5
199,19700718,5.4,30.7,21.3,26,85,2,C,0,996.6,7.3,7
200,19700719,0,33.1,20,26.2,76,1,E,3,996.2,8.3,7
201,19700720,0,32.1,20,26.1,83,2.3,C,0,997.5,5.8,6
202,19700721,1.3,32.5,18.8,25.7,80,1.3,E,1,998,12,4
203,19700722,0,32.3,16.3,24.4,77,1.2,NE,3,998.5,11.1,5
204,19700723,0,33.6,15.7,25.2,80,1,SW,3,998.1,10.3,5
205,19700724,0,34,16.4,25.2,56,2.6,SW,1,997.7,9.9,3
206,19700725,0,34,14,24,70,3,E,1,995.9,9.9,3
207,19700726,0,34.2,15.8,25,73,3.2,N,3,994,10.4,2
208,19700727,0,34.6,19.5,27.1,71,3,C,0,994.3,7.4,3
209,19700728,0,33.1,19.5,26.3,86,1.2,N,1,994.7,4.6,5
210,19700729,0,32.7,19.2,26,84,1.6,S,3,995,8,6
211,19700730,0.6,33.8,20,26.9,85,3.7,C,0,994.3,6.2,5
212,19700731,4.8,33.1,20.1,26.6,84,1.5,N,3,995.3,6.6,4
213,19700801,0,34.6,20,27.3,75,0.8,E,1,995.7,8.9,4
214,19700802,0,33.8,18.4,26.1,60,2.1,C,0,994.9,9,4
215,19700803,0,36.3,19.5,28,77,2.4,C,0,995,8.7,4
216,19700804,10,34.4,19.5,27,82,2,C,0,994,6.2,4
217,19700805,0,35.2,19.5,27.4,78,2,C,0,993.7,10.2,6
218,19700806,0,34.8,18.5,26.7,78,2.4,C,0,995.4,10.5,4
219,19700807,0,33.8,18.2,26,67,3.1,W,1,997.5,10.3,3
220,19700808,0,26.3,15.9,21.1,60,3.2,S,5,998.7,10.7,3
221,19700809,0,28.7,12.5,20.6,62,3.3,S,3,998.7,10.8,2
222,19700810,0,30.9,12.4,21.7,72,3,S,3,998.2,10.7,3
223,19700811,0,32.1,11.6,21.9,89,3.8,S,3,997.8,11,3
224,19700812,0,34.2,13,23.6,78,3.2,N,3,996.3,10.7,3
225,19700813,0,34.6,15.5,20,76,3,N,1,994.3,10.9,7
226,19700814,0,33.1,19.6,26.3,74,2.2,NE,2,995.1,3.1,6
227,19700815,0,33.8,19.9,26.9,71,4.2,SE,3,996.5,8.7,6
228,19700816,0,33.8,18.7,23.3,66,2.5,E,4,995,8.4,5
229,19700817,0,35.2,18.5,26.9,71,3.3,C,0,994.6,9.4,5
230,19700818,0,36.2,16.8,26.5,69,3,NE,1,994,10.3,4
231,19700819,0,36.2,16.8,26.5,71,1,NW,5,993.3,10.6,4
232,19700820,0,37.2,18,27.6,65,2.5,NW,3,993.3,10.5,5
233,19700821,0,37.8,19.7,27.8,80,4.3,NW,3,992.4,8.2,5
234,19700822,0,35.6,19.4,27.5,72,3.2,SE,3,992.5,8.4,6
235,19700823,0,34.4,19.9,27.2,70,1.5,C,0,991.7,8.2,5
236,19700824,0,35.8,20.8,28.3,76,2.5,S,5,991.5,6.3,5
237,19700825,0,33.8,21.7,27.8,84,2.6,C,0,992.2,4.2,6
238,19700826,0,33.2,20.1,26.7,82,1.5,S,3,993.3,7.7,7
239,19700827,0,34.2,21,27.6,68,2.8,SE,1,992.8,6.9,6
240,19700928,0,35.8,19.7,27.8,81,2.7,C,0,991.4,8.9,6
241,19700829,0,34.1,21.4,27.8,79,3,S,3,991.2,4.5,6
242,19700830,3.2,36,21.4,28.7,78,1,C,0,991.4,5.7,7
243,19700831,5,31.1,20.8,26,77,2,S,5,995.4,7.3,6
244,19700901,0,33.1,18.2,25.7,64,2.6,C,0,995.9,9.9,5
245,19700902,0,33.6,18.2,25.9,60,4.2,C,0,995.9,10.1,5
246,19700903,0,34.8,16.5,27.7,67,4.2,SW,5,996.7,9,5
247,19700904,0,35.8,18.2,27,66,1,SW,3,995.4,8.8,3
248,19700905,0,36.2,19.9,27.7,66,3.5,C,0,994.6,9.1,6
249,19700906,0,34.8,20.4,27.6,72,3.1,N,3,993.9,8.1,5
250,19700907,0,32.3,20.6,26.5,86,3,C,0,994,3.6,6
251,19700908,28.1,31.2,20.7,26,88,1.3,C,0,994,3.4,8
252,19700909,0,34.2,20,27.1,76,1.3,NE,2,996.4,9.1,7
253,19700910,0,34.8,20.6,27.7,74,1.8,E,1,993.6,7.9,6
254,19700911,3.2,34,20.2,27.1,76,1.2,N,3,994,9.6,4
255,19700912,0,32.1,20.3,26.2,79,3.2,E,8,993.4,1.5,7
256,19700913,18,32.7,21.1,26.9,79,1.8,N,3,993.5,6.5,7
257,19700914,0,29.9,21.6,25.8,91,1.8,C,0,994.3,2.6,7
258,19700915,9,33.6,17.2,25.4,75,1.1,C,0,996,10.2,6
259,19700916,0,34.4,18.2,26.3,68,2.5,S,3,994.2,9.9,4
260,19700917,0,35.8,19.4,27.9,72,2.3,SE,3,992.8,10.7,4
261,19700918,0,34.2,21.2,27.7,74,2.5,NE,3,992.2,6.6,4
262,19700919,0,33.8,20.7,27.3,76,2.7,N,1,996.5,7.4,6
263,19700920,0,35.2,21,28.1,74,2.8,N,1,992.2,7.5,5
264,19700921,0,34.2,22.4,28.3,85,2.8,C,0,992.2,3.3,6
265,19700922,7.4,34.2,22.3,28.3,83,1.2,C,0,991,5.4,7
266,19700923,0,36.2,21.6,28.9,78,2,C,0,990.3,9.2,6
267,19700924,0,34.8,21.6,28.2,71,1.2,W,3,990.1,8.9,5
268,19700925,1.3,36.2,22.2,29.2,78,3.6,C,0,990.6,9.1,4
269,19700926,0,35.2,22.7,29,73,3.4,W,1,989.3,7.4,5
270,19700927,0,34.8,21.2,28,75,4.8,E,1,989.2,6.3,6
271,19700928,2.5,25.2,21.3,28.6,76,2,N,1,990.1,7.3,5
272,19700929,0,36.2,22,29.1,77,0.8,N,3,989.8,8.2,5
273,19700930,0,34.6,22.5,28.6,75,2,W,3,989.2,9.7,5
274,19701001,0,34.6,22.7,28.7,76,3.4,N,3,985.6,9.7,6
275,19701002,0,34.2,21.9,24.2,92,0.5,SE,3,990.3,2.6,9
276,19701003,0.8,34.6,22.4,28.5,75,3.5,N,3,986.3,4.1,7
277,19701004,19.5,26.4,21.9,24.2,92,0.5,SE,3,990.3,2.6,9
278,19701005,0,34.2,19.7,28,78,1,C,0,988.9,8.3,5
279,19701006,0,33.2,21.8,28.5,76,3.2,C,0,987.6,8.8,3
280,19701007,0,33,22.5,28.8,75,2.5,NE,1,986.6,7.2,6
281,19701008,0,33.1,23,28.1,81,2.6,SW,3,986.1,5.2,6
282,19701009,0,31.7,22.7,27.2,93,2,C,0,987.9,0.8,8
283,19701010,21,27.3,21.5,24.4,87,1.4,C,0,991.9,0.7,8
284,19701011,8.6,31.7,21.5,26.6,83,0.5,NE,3,991.1,3.4,8
285,19701012,0,36,20.3,28.2,70,1.4,C,0,993.4,10,2
286,19701013,0,37.2,20.3,28.9,64,0.3,C,0,989.1,9.8,4
287,19701014,13.4,34,22.5,28.3,67,3.5,NE,1,989.2,4,7
288,19701015,11.4,33.6,20.8,27.2,90,1.5,N,9,989.7,5.2,7
289,19701016,0,34.6,20.8,27.7,81,1.4,N,1,989.9,8.8,6
290,19701017,0,32.7,22.6,27.7,74,2.7,E,3,989.4,3.5,7
291,19701018,22,32.1,20,26.1,77,1.3,C,0,989.2,10.2,5
292,19701019,0,34.2,22,28.1,80,1.3,C,0,990.3,5.7,5
293,19701020,4,35.4,22.7,29.1,77,0.6,C,0,991.6,4.6,5
294,19701021,0,32.1,22.1,27.1,88,0.7,SE,3,987.6,4.1,7
295,19701022,6,32.9,20.9,26.9,84,0.5,W,1,990.3,5.6,7
296,19701023,0,32.1,21.2,26.7,82,0.5,W,3,990.3,7.6,6
297,19701024,0,34.2,22.3,28.3,84,1,C,0,990.1,6.4,5
298,19701025,31,26.1,21.8,24,93,2,N,3,989.9,0,9
299,19701026,18.2,35.2,21,28.1,71,0.4,C,0,989.6,9.7,6
300,19701027,0,32.3,22.5,27.4,79,2.1,C,0,989.4,6.6,6
301,19701028,3,29.1,22.5,25.8,97,1.5,N,1,990.3,3.6,7
302,19701029,1.5,33.1,21.4,27.5,85,1,S,1,991.2,5.6,7
303,19701030,0,33.1,22,27.6,78,1.7,C,0,991.7,8.4,5
304,19701031,0,34.8,21.1,28.8,71,4,N,1,989.9,11.4,6
305,19701101,0,36.4,22.5,29.5,70,2,N,2,988,11.4,6
306,19701102,0,26.1,22.5,24.3,89,2.5,SE,7,990.1,0,6
307,19701103,8.3,27.3,16.5,21.9,84,0.8,SE,5,993.2,3.7,8
308,19701104,0,34.2,17.5,25.8,77,1.2,SW,3,992.7,9.6,6
309,19701105,0,36.4,19.4,27.9,66,2.7,SW,1,990.8,11.1,3
310,19701106,0,33.8,22,27.9,81,2.9,NE,1,992.5,7.2,5
311,19701107,12,33.1,23.4,28.2,89,2.1,N,3,988.7,2.4,7
312,19701108,9.2,33.8,21.2,27.5,84,0.7,W,3,987.2,7.8,7
313,19701109,0,36.2,22.7,29.5,78,1.3,C,0,986.3,10.5,5
314,19701110,0,33,22.5,28.2,86,2.6,N,7,989.1,4.9,7
315,19701111,8,33.8,20,26.9,84,3.1,N,1,988.3,4.7,7
316,19701112,0,35.2,21.5,28.4,77,0.5,S,3,987.2,10,5
317,19701113,0,37.4,22.7,20.1,79,0.9,C,0,987.2,11.2,4
318,19701114,0,34.2,23.2,28.7,75,2.2,N,3,987.9,3.6,6
319,19701115,0.4,29.1,21.6,25.7,78,0.5,C,0,990.5,0.6,8
320,19701116,0,36.4,21.8,28.2,78,0.2,N,5,998.7,6.3,6
321,19701117,0,36.2,22,29.1,72,1.1,C,0,986.4,9.4,5
322,19701118,18.8,35.2,23.2,29.3,81,1.2,NE,1,986.7,7.1,7
323,19701119,19.5,29.9,21.1,25.9,86,0.4,S,3,989.2,4.4,7
324,19701120,0,34.4,21.1,27.8,81,0.3,C,0,988.8,10.3,5
325,19701121,0,36.8,23.1,29.9,76,1.5,E,3,986.4,10.9,6
326,19701122,0,35.8,22.6,29.2,74,1.7,C,0,986.8,9.3,4
